productName,productPrice,producerName,categoryName,discountPercentValue
Samsung Motherboard 7,789.73,Samsung,Motherboards,0
Gillette Motherboard 8,1655.55,Gillette,Motherboards,5
Lego Motherboard 9,1468.88,Lego,Motherboards,20
Nike Motherboard 10,1739.39,Nike,Motherboards,15
IKEA Multifunction Printer 1,762.63,IKEA,Multifunction Printers,5
Canon Multifunction Printer 2,384.88,Canon,Multifunction Printers,5
Tymbark Multifunction Printer 3,727.92,Tymbark,Multifunction Printers,15
Pepsi Multifunction Printer 4,551.25,Pepsi,Multifunction Printers,0
Tymbark Multifunction Printer 5,1545.48,Tymbark,Multifunction Printers,0
Mattel Multifunction Printer 6,1135.07,Mattel,Multifunction Printers,0
Apple Multifunction Printer 7,35.08,Apple,Multifunction Printers,5
H&M Multifunction Printer 8,1318.28,H&M,Multifunction Printers,0
Pedigree Multifunction Printer 9,325.52,Pedigree,Multifunction Printers,25
Fisher-Price Multifunction Printer 10,1636.7,Fisher-Price,Multifunction Printers,10
Tefal Notebook 1,1094.43,Tefal,Notebooks,5
Vanish Notebook 2,1032.06,Vanish,Notebooks,0
Apple Notebook 3,799.71,Apple,Notebooks,0
Mattel Notebook 4,279.26,Mattel,Notebooks,0
Zara Notebook 5,165.76,Zara,Notebooks,0
Finish Notebook 6,1760.08,Finish,Notebooks,25
Nivea Notebook 7,1728.01,Nivea,Notebooks,5
Pampers Notebook 8,974.92,Pampers,Notebooks,0
Whiskas Notebook 9,1470.02,Whiskas,Notebooks,0
Pampers Notebook 10,425.98,Pampers,Notebooks,0
HP Office Chair 1,407.54,HP,Office Chairs,0
Lenovo Office Chair 2,664.11,Lenovo,Office Chairs,0
HP Office Chair 3,988.58,HP,Office Chairs,10
Lenovo Office Chair 4,1704.8,Lenovo,Office Chairs,0
Dell Office Chair 5,466.68,Dell,Office Chairs,5
Lenovo Office Chair 6,1910.61,Lenovo,Office Chairs,5
Lenovo Office Chair 7,483.41,Lenovo,Office Chairs,15
Lenovo Office Chair 8,1006.28,Lenovo,Office Chairs,15
HP Office Chair 9,177.84,HP,Office Chairs,20
Lenovo Office Chair 10,359.89,Lenovo,Office Chairs,0
Dell Office Monitor 1,1987.49,Dell,Office Monitors,10
Dell Office Monitor 2,1284.77,Dell,Office Monitors,0
HP Office Monitor 3,810.09,HP,Office Monitors,0
Dell Office Monitor 4,521.28,Dell,Office Monitors,0
HP Office Monitor 5,1812.02,HP,Office Monitors,10
Lenovo Office Monitor 6,763.63,Lenovo,Office Monitors,25
Dell Office Monitor 7,1537.81,Dell,Office Monitors,5
Dell Office Monitor 8,1542.49,Dell,Office Monitors,0
HP Office Monitor 9,1080.54,HP,Office Monitors,0
Lenovo Office Monitor 10,416.83,Lenovo,Office Monitors,0
Nestlé Optical Drive 1,1386.0,Nestlé,Optical Drives,10
Persil Optical Drive 2,803.77,Persil,Optical Drives,5
Hasbro Optical Drive 3,568.93,Hasbro,Optical Drives,5
LG Optical Drive 4,1040.64,LG,Optical Drives,25
Colgate Optical Drive 5,546.05,Colgate,Optical Drives,5
Purina Optical Drive 6,1618.19,Purina,Optical Drives,10
Nikon Optical Drive 7,240.84,Nikon,Optical Drives,0
Persil Optical Drive 8,356.39,Persil,Optical Drives,15
H&M Optical Drive 9,1889.39,H&M,Optical Drives,10
Zara Optical Drive 10,944.83,Zara,Optical Drives,5
IKEA Outdoor Furniture 1,312.35,IKEA,Outdoor Furniture,10
IKEA Outdoor Furniture 2,1584.92,IKEA,Outdoor Furniture,5
IKEA Outdoor Furniture 3,1910.69,IKEA,Outdoor Furniture,10
IKEA Outdoor Furniture 4,1419.77,IKEA,Outdoor Furniture,10
IKEA Outdoor Furniture 5,1526.24,IKEA,Outdoor Furniture,0
IKEA Outdoor Furniture 6,1635.83,IKEA,Outdoor Furniture,25
IKEA Outdoor Furniture 7,431.79,IKEA,Outdoor Furniture,0
IKEA Outdoor Furniture 8,595.27,IKEA,Outdoor Furniture,15
IKEA Outdoor Furniture 9,1347.98,IKEA,Outdoor Furniture,0
IKEA Outdoor Furniture 10,58.57,IKEA,Outdoor Furniture,0
L'Oréal Ovens & Stove 1,994.2,L'Oréal,Ovens & Stoves,20
L'Oréal Ovens & Stove 2,29.56,L'Oréal,Ovens & Stoves,5
Asus Ovens & Stove 3,1437.21,Asus,Ovens & Stoves,5
Nestlé Ovens & Stove 4,696.47,Nestlé,Ovens & Stoves,0
Garnier Ovens & Stove 5,1262.63,Garnier,Ovens & Stoves,0
HP Ovens & Stove 6,1639.85,HP,Ovens & Stoves,15
Fisher-Price Ovens & Stove 7,1114.87,Fisher-Price,Ovens & Stoves,0
Żywiec Zdrój Ovens & Stove 8,1486.43,Żywiec Zdrój,Ovens & Stoves,0
Pepsi Ovens & Stove 9,1634.11,Pepsi,Ovens & Stoves,10
Coca-Cola Ovens & Stove 10,1216.69,Coca-Cola,Ovens & Stoves,0
IKEA Pens & Marker 1,1226.45,IKEA,Pens & Markers,0
Tefal Pens & Marker 2,451.55,Tefal,Pens & Markers,0
Purina Pens & Marker 3,929.27,Purina,Pens & Markers,0
LG Pens & Marker 4,1152.57,LG,Pens & Markers,0
Tymbark Pens & Marker 5,1325.68,Tymbark,Pens & Markers,0
Asus Pens & Marker 6,548.24,Asus,Pens & Markers,15
Winiary Pens & Marker 7,50.38,Winiary,Pens & Markers,5
Vanish Pens & Marker 8,1057.17,Vanish,Pens & Markers,10
Colgate Pens & Marker 9,1995.64,Colgate,Pens & Markers,0
Ariel Pens & Marker 10,339.1,Ariel,Pens & Markers,20
Garnier Phone Case 1,1903.65,Garnier,Phone Cases,10
Dove Phone Case 2,1625.51,Dove,Phone Cases,5
Nike Phone Case 3,636.02,Nike,Phone Cases,10
Pepsi Phone Case 4,121.64,Pepsi,Phone Cases,0
IKEA Phone Case 5,414.24,IKEA,Phone Cases,5
Łowicz Phone Case 6,1201.43,Łowicz,Phone Cases,25
Hasbro Phone Case 7,1170.63,Hasbro,Phone Cases,25
Dell Phone Case 8,1263.67,Dell,Phone Cases,10
Apple Phone Case 9,1560.27,Apple,Phone Cases,20
Pedigree Phone Case 10,1754.58,Pedigree,Phone Cases,10
H&M Power Bank 1,1142.34,H&M,Power Banks,0
Hasbro Power Bank 2,405.39,Hasbro,Power Banks,15
Persil Power Bank 3,1521.18,Persil,Power Banks,5
Puma Power Bank 4,1043.43,Puma,Power Banks,10
Sony Power Bank 5,1481.19,Sony,Power Banks,10
H&M Power Bank 6,63.73,H&M,Power Banks,15
Zara Power Bank 7,1071.07,Zara,Power Banks,10
HP Power Bank 8,1493.4,HP,Power Banks,5
Samsung Power Bank 9,1376.35,Samsung,Power Banks,0
Heinz Power Bank 10,1756.06,Heinz,Power Banks,10
Gillette Power Supplie 1,557.11,Gillette,Power Supplies,5
Samsung Power Supplie 2,1820.57,Samsung,Power Supplies,5
Tymbark Power Supplie 3,1480.11,Tymbark,Power Supplies,0
Adidas Power Supplie 4,28.94,Adidas,Power Supplies,20
Winiary Power Supplie 5,1196.19,Winiary,Power Supplies,25
Winiary Power Supplie 6,767.31,Winiary,Power Supplies,10
LG Power Supplie 7,701.21,LG,Power Supplies,5
Gillette Power Supplie 8,469.15,Gillette,Power Supplies,5
Heinz Power Supplie 9,97.32,Heinz,Power Supplies,10
IKEA Power Supplie 10,1370.68,IKEA,Power Supplies,10
Puma Processor 1,208.29,Puma,Processors,5
Gerber Processor 2,1524.2,Gerber,Processors,10
Maybelline Processor 3,150.16,Maybelline,Processors,0
Pepsi Processor 4,1791.91,Pepsi,Processors,0
Apple Processor 5,1811.8,Apple,Processors,0
Nivea Processor 6,356.22,Nivea,Processors,0
Coca-Cola Processor 7,130.82,Coca-Cola,Processors,5
Winiary Processor 8,543.25,Winiary,Processors,0
Pedigree Processor 9,830.75,Pedigree,Processors,10
Heinz Processor 10,889.66,Heinz,Processors,0
Colgate RAM Memory 1,946.57,Colgate,RAM Memory,0
Purina RAM Memory 2,1453.48,Purina,RAM Memory,10
Adidas RAM Memory 3,184.65,Adidas,RAM Memory,0
Łowicz RAM Memory 4,1872.57,Łowicz,RAM Memory,15
Winiary RAM Memory 5,1440.59,Winiary,RAM Memory,5
Dove RAM Memory 6,1677.5,Dove,RAM Memory,0
Pedigree RAM Memory 7,462.81,Pedigree,RAM Memory,25
Huggies RAM Memory 8,895.08,Huggies,RAM Memory,0
Maybelline RAM Memory 9,1293.29,Maybelline,RAM Memory,20
Finish RAM Memory 10,973.34,Finish,RAM Memory,5
Heinz Refrigerator 1,446.89,Heinz,Refrigerators,0
Żywiec Zdrój Refrigerator 2,1100.44,Żywiec Zdrój,Refrigerators,0
Coca-Cola Refrigerator 3,1361.03,Coca-Cola,Refrigerators,10
Chicco Refrigerator 4,1503.48,Chicco,Refrigerators,5
Oral-B Refrigerator 5,1067.99,Oral-B,Refrigerators,15
Nivea Refrigerator 6,811.37,Nivea,Refrigerators,10
L'Oréal Refrigerator 7,1191.69,L'Oréal,Refrigerators,0
Tefal Refrigerator 8,1442.51,Tefal,Refrigerators,10
Puma Refrigerator 9,1573.39,Puma,Refrigerators,5
Coca-Cola Refrigerator 10,1466.57,Coca-Cola,Refrigerators,25
Persil SSD 1,617.53,Persil,SSDs,0
Heinz SSD 2,933.75,Heinz,SSDs,0
Żywiec Zdrój SSD 3,1443.7,Żywiec Zdrój,SSDs,10
Tymbark SSD 4,263.14,Tymbark,SSDs,25
Sony SSD 5,559.42,Sony,SSDs,5
Pepsi SSD 6,179.55,Pepsi,SSDs,25
L'Oréal SSD 7,1972.01,L'Oréal,SSDs,0
Żywiec Zdrój SSD 8,375.39,Żywiec Zdrój,SSDs,10
Samsung SSD 9,1526.67,Samsung,SSDs,0
Levi's SSD 10,1783.21,Levi's,SSDs,15
Hasbro Samsung Phone 1,1698.95,Hasbro,Samsung Phones,10
Ariel Samsung Phone 2,27.39,Ariel,Samsung Phones,5
Whiskas Samsung Phone 3,110.8,Whiskas,Samsung Phones,15
Bosch Samsung Phone 4,617.77,Bosch,Samsung Phones,0
L'Oréal Samsung Phone 5,1274.83,L'Oréal,Samsung Phones,0
Mattel Samsung Phone 6,1883.59,Mattel,Samsung Phones,0
Oral-B Samsung Phone 7,442.67,Oral-B,Samsung Phones,5
IKEA Samsung Phone 8,1681.45,IKEA,Samsung Phones,15
Finish Samsung Phone 9,479.5,Finish,Samsung Phones,0
Canon Samsung Phone 10,1628.46,Canon,Samsung Phones,25
Łowicz Samsung Watch 1,1420.85,Łowicz,Samsung Watch,0
Lenovo Samsung Watch 2,1354.8,Lenovo,Samsung Watch,10
Levi's Samsung Watch 3,594.98,Levi's,Samsung Watch,5
LG Samsung Watch 4,1368.15,LG,Samsung Watch,15
Gillette Samsung Watch 5,889.75,Gillette,Samsung Watch,10
Heinz Samsung Watch 6,69.86,Heinz,Samsung Watch,10
Persil Samsung Watch 7,1867.37,Persil,Samsung Watch,0
Nike Samsung Watch 8,1246.73,Nike,Samsung Watch,0
HP Samsung Watch 9,163.76,HP,Samsung Watch,20
Chicco Samsung Watch 10,1312.92,Chicco,Samsung Watch,15
Dell Scanner 1,1616.52,Dell,Scanners,20
Maybelline Scanner 2,1765.3,Maybelline,Scanners,15
Fisher-Price Scanner 3,1124.76,Fisher-Price,Scanners,0
Ariel Scanner 4,202.45,Ariel,Scanners,20
H&M Scanner 5,1382.18,H&M,Scanners,10
Nestlé Scanner 6,759.67,Nestlé,Scanners,5
Nike Scanner 7,179.8,Nike,Scanners,0
Pampers Scanner 8,613.92,Pampers,Scanners,0
Vanish Scanner 9,1813.8,Vanish,Scanners,10
Tymbark Scanner 10,1721.56,Tymbark,Scanners,0
Purina Service and Network Tool 1,1549.89,Purina,Service and Network Tools,10
Dove Service and Network Tool 2,1905.9,Dove,Service and Network Tools,15
HP Service and Network Tool 3,135.92,HP,Service and Network Tools,5
L'Oréal Service and Network Tool 4,805.54,L'Oréal,Service and Network Tools,0
Oral-B Service and Network Tool 5,899.58,Oral-B,Service and Network Tools,0
Tefal Service and Network Tool 6,1702.34,Tefal,Service and Network Tools,5
Dell Service and Network Tool 7,1277.27,Dell,Service and Network Tools,15
Winiary Service and Network Tool 8,910.56,Winiary,Service and Network Tools,0
Mattel Service and Network Tool 9,1109.76,Mattel,Service and Network Tools,0
Dell Service and Network Tool 10,640.87,Dell,Service and Network Tools,5
L'Oréal Skincare 1,1541.5,L'Oréal,Skincare,0
Pedigree Skincare 2,1720.85,Pedigree,Skincare,0
Dove Skincare 3,870.6,Dove,Skincare,0
Pedigree Skincare 4,1091.28,Pedigree,Skincare,0
Nestlé Skincare 5,418.23,Nestlé,Skincare,15
Dove Skincare 6,603.65,Dove,Skincare,5
Colgate Skincare 7,1462.67,Colgate,Skincare,0
Nivea Skincare 8,672.53,Nivea,Skincare,25
Bosch Skincare 9,866.58,Bosch,Skincare,15
LG Skincare 10,611.51,LG,Skincare,5
Samsung Sleeping Bag 1,1378.39,Samsung,Sleeping Bags,5
Pampers Sleeping Bag 2,1459.81,Pampers,Sleeping Bags,10
LG Sleeping Bag 3,1255.32,LG,Sleeping Bags,10
Apple Sleeping Bag 4,688.59,Apple,Sleeping Bags,25
Apple Sleeping Bag 5,333.4,Apple,Sleeping Bags,0
Chicco Sleeping Bag 6,1936.99,Chicco,Sleeping Bags,0
Coca-Cola Sleeping Bag 7,1944.43,Coca-Cola,Sleeping Bags,10
Vanish Sleeping Bag 8,328.92,Vanish,Sleeping Bags,0
Canon Sleeping Bag 9,1276.92,Canon,Sleeping Bags,5
Philips Sleeping Bag 10,354.19,Philips,Sleeping Bags,5
LG Smart TV 1,805.29,LG,Smart TVs,0
LG Smart TV 2,1916.99,LG,Smart TVs,0
LG Smart TV 3,1092.48,LG,Smart TVs,5
LG Smart TV 4,1956.43,LG,Smart TVs,5
Samsung Smart TV 5,1963.53,Samsung,Smart TVs,25
LG Smart TV 6,1068.21,LG,Smart TVs,10
LG Smart TV 7,859.89,LG,Smart TVs,5
Samsung Smart TV 8,346.59,Samsung,Smart TVs,0
LG Smart TV 9,1384.7,LG,Smart TVs,25
LG Smart TV 10,1621.26,LG,Smart TVs,5
Whiskas Sofas & Couche 1,1140.27,Whiskas,Sofas & Couches,0
Lenovo Sofas & Couche 2,858.79,Lenovo,Sofas & Couches,15
Colgate Sofas & Couche 3,1720.22,Colgate,Sofas & Couches,10
Finish Sofas & Couche 4,948.2,Finish,Sofas & Couches,5
Tefal Sofas & Couche 5,900.57,Tefal,Sofas & Couches,0
Tefal Sofas & Couche 6,1362.92,Tefal,Sofas & Couches,0
Heinz Sofas & Couche 7,574.58,Heinz,Sofas & Couches,5
Nivea Sofas & Couche 8,903.48,Nivea,Sofas & Couches,0
Zara Sofas & Couche 9,760.6,Zara,Sofas & Couches,15
Pedigree Sofas & Couche 10,229.21,Pedigree,Sofas & Couches,10
Samsung Sound Card 1,1945.31,Samsung,Sound Cards,5
Asus Sound Card 2,1098.44,Asus,Sound Cards,5
Sony Sound Card 3,1293.0,Sony,Sound Cards,10
Winiary Sound Card 4,246.8,Winiary,Sound Cards,10
Adidas Sound Card 5,601.83,Adidas,Sound Cards,0
L'Oréal Sound Card 6,351.64,L'Oréal,Sound Cards,10
Persil Sound Card 7,1975.01,Persil,Sound Cards,0
Gerber Sound Card 8,1721.99,Gerber,Sound Cards,10
Lego Sound Card 9,1483.41,Lego,Sound Cards,0
Nike Sound Card 10,752.51,Nike,Sound Cards,10
Fisher-Price Soundbar 1,906.49,Fisher-Price,Soundbars,15
Fisher-Price Soundbar 2,1337.62,Fisher-Price,Soundbars,5
Gillette Soundbar 3,636.29,Gillette,Soundbars,10
HP Soundbar 4,1220.08,HP,Soundbars,10
Nestlé Soundbar 5,1263.62,Nestlé,Soundbars,15
IKEA Soundbar 6,1910.55,IKEA,Soundbars,0
Zara Soundbar 7,142.98,Zara,Soundbars,20
Whiskas Soundbar 8,1777.05,Whiskas,Soundbars,0
Łowicz Soundbar 9,173.42,Łowicz,Soundbars,5
HP Soundbar 10,1238.73,HP,Soundbars,0
Nivea Streaming Accessorie 1,1908.28,Nivea,Streaming Accessories,0
Adidas Streaming Accessorie 2,778.43,Adidas,Streaming Accessories,0
Gillette Streaming Accessorie 3,943.02,Gillette,Streaming Accessories,10
Dell Streaming Accessorie 4,1361.42,Dell,Streaming Accessories,10
Nestlé Streaming Accessorie 5,1084.94,Nestlé,Streaming Accessories,5
Colgate Streaming Accessorie 6,1812.6,Colgate,Streaming Accessories,5
Asus Streaming Accessorie 7,589.57,Asus,Streaming Accessories,0
Asus Streaming Accessorie 8,1547.22,Asus,Streaming Accessories,10
Colgate Streaming Accessorie 9,323.07,Colgate,Streaming Accessories,25
Zara Streaming Accessorie 10,583.1,Zara,Streaming Accessories,15
Canon Tables & Chair 1,737.38,Canon,Tables & Chairs,10
Pedigree Tables & Chair 2,604.49,Pedigree,Tables & Chairs,10
Colgate Tables & Chair 3,1660.15,Colgate,Tables & Chairs,10
Adidas Tables & Chair 4,613.57,Adidas,Tables & Chairs,10
Pampers Tables & Chair 5,217.12,Pampers,Tables & Chairs,10
Dell Tables & Chair 6,494.55,Dell,Tables & Chairs,0
Sony Tables & Chair 7,1374.55,Sony,Tables & Chairs,10
IKEA Tables & Chair 8,289.75,IKEA,Tables & Chairs,20
Coca-Cola Tables & Chair 9,1201.92,Coca-Cola,Tables & Chairs,10
Puma Tables & Chair 10,1029.34,Puma,Tables & Chairs,5
Whiskas Tent 1,1465.44,Whiskas,Tents,15
Fisher-Price Tent 2,356.07,Fisher-Price,Tents,0
Vanish Tent 3,1291.55,Vanish,Tents,10
Nike Tent 4,1653.27,Nike,Tents,0
Gillette Tent 5,429.57,Gillette,Tents,10
Tymbark Tent 6,1558.87,Tymbark,Tents,5
Vanish Tent 7,1398.5,Vanish,Tents,25
Dove Tent 8,583.16,Dove,Tents,10
Chicco Tent 9,1749.7,Chicco,Tents,0
Huggies Tent 10,1303.66,Huggies,Tents,25
Lenovo Thermal Pad 1,380.97,Lenovo,Thermal Pads,5
LG Thermal Pad 2,756.36,LG,Thermal Pads,5
Maybelline Thermal Pad 3,1995.19,Maybelline,Thermal Pads,15
Asus Thermal Pad 4,1057.24,Asus,Thermal Pads,0
Puma Thermal Pad 5,340.92,Puma,Thermal Pads,15
IKEA Thermal Pad 6,860.84,IKEA,Thermal Pads,0
IKEA Thermal Pad 7,1496.7,IKEA,Thermal Pads,0
Pampers Thermal Pad 8,1152.07,Pampers,Thermal Pads,5
Żywiec Zdrój Thermal Pad 9,1904.01,Żywiec Zdrój,Thermal Pads,0
Whiskas Thermal Pad 10,1245.21,Whiskas,Thermal Pads,15
Sony Thermal Paste 1,1574.43,Sony,Thermal Pastes,5
Canon Thermal Paste 2,273.78,Canon,Thermal Pastes,0
Fisher-Price Thermal Paste 3,246.42,Fisher-Price,Thermal Pastes,0
Żywiec Zdrój Thermal Paste 4,977.35,Żywiec Zdrój,Thermal Pastes,5
Coca-Cola Thermal Paste 5,1046.52,Coca-Cola,Thermal Pastes,10
Purina Thermal Paste 6,949.77,Purina,Thermal Pastes,15
Garnier Thermal Paste 7,1849.85,Garnier,Thermal Pastes,0
Dell Thermal Paste 8,1170.3,Dell,Thermal Pastes,20
Sony Thermal Paste 9,219.48,Sony,Thermal Pastes,0
Levi's Thermal Paste 10,1993.68,Levi's,Thermal Pastes,15
Bosch Thermometer 1,684.96,Bosch,Thermometers,0
H&M Thermometer 2,817.72,H&M,Thermometers,25
Finish Thermometer 3,873.12,Finish,Thermometers,15
Nivea Thermometer 4,1056.21,Nivea,Thermometers,0
Asus Thermometer 5,1077.68,Asus,Thermometers,0
Asus Thermometer 6,1642.83,Asus,Thermometers,0
Tymbark Thermometer 7,1739.13,Tymbark,Thermometers,10
Fisher-Price Thermometer 8,631.75,Fisher-Price,Thermometers,0
Hasbro Thermometer 9,1327.57,Hasbro,Thermometers,5
Hasbro Thermometer 10,61.94,Hasbro,Thermometers,5
Levi's Toasters & Sandwich Maker 1,1824.44,Levi's,Toasters & Sandwich Makers,10
Oral-B Toasters & Sandwich Maker 2,1812.22,Oral-B,Toasters & Sandwich Makers,25
Levi's Toasters & Sandwich Maker 3,1557.84,Levi's,Toasters & Sandwich Makers,0
Fisher-Price Toasters & Sandwich Maker 4,1692.48,Fisher-Price,Toasters & Sandwich Makers,0
Huggies Toasters & Sandwich Maker 5,167.12,Huggies,Toasters & Sandwich Makers,0
Vanish Toasters & Sandwich Maker 6,1631.35,Vanish,Toasters & Sandwich Makers,0
Huggies Toasters & Sandwich Maker 7,1524.78,Huggies,Toasters & Sandwich Makers,15
Vanish Toasters & Sandwich Maker 8,1621.84,Vanish,Toasters & Sandwich Makers,5
Gerber Toasters & Sandwich Maker 9,611.56,Gerber,Toasters & Sandwich Makers,0
Whiskas Toasters & Sandwich Maker 10,1558.55,Whiskas,Toasters & Sandwich Makers,5
Żywiec Zdrój Treadmill 1,670.79,Żywiec Zdrój,Treadmills,0
Gerber Treadmill 2,1681.71,Gerber,Treadmills,0
Canon Treadmill 3,1367.58,Canon,Treadmills,0
Pepsi Treadmill 4,1194.93,Pepsi,Treadmills,0
Colgate Treadmill 5,211.98,Colgate,Treadmills,0
LG Treadmill 6,87.95,LG,Treadmills,0
Bosch Treadmill 7,798.01,Bosch,Treadmills,25
Tefal Treadmill 8,1483.75,Tefal,Treadmills,5
Hasbro Treadmill 9,1465.38,Hasbro,Treadmills,5
Nivea Treadmill 10,1818.78,Nivea,Treadmills,0
Gillette Tripod 1,760.74,Gillette,Tripods,25
Nikon Tripod 2,400.3,Nikon,Tripods,10
Heinz Tripod 3,1485.36,Heinz,Tripods,0
Pampers Tripod 4,1954.38,Pampers,Tripods,0
Sony Tripod 5,825.59,Sony,Tripods,0
Fisher-Price Tripod 6,1195.49,Fisher-Price,Tripods,0
Nikon Tripod 7,1441.7,Nikon,Tripods,15
Coca-Cola Tripod 8,524.24,Coca-Cola,Tripods,0
Nikon Tripod 9,862.17,Nikon,Tripods,0
LG Tripod 10,255.59,LG,Tripods,25
Canon Ultrabook 1,166.37,Canon,Ultrabooks,5
Łowicz Ultrabook 2,338.41,Łowicz,Ultrabooks,10
Philips Ultrabook 3,552.87,Philips,Ultrabooks,0
Zara Ultrabook 4,1066.98,Zara,Ultrabooks,0
Nikon Ultrabook 5,1389.61,Nikon,Ultrabooks,0
Canon Ultrabook 6,1469.23,Canon,Ultrabooks,0
Lenovo Ultrabook 7,1531.53,Lenovo,Ultrabooks,15
Chicco Ultrabook 8,72.02,Chicco,Ultrabooks,10
Nestlé Ultrabook 9,702.8,Nestlé,Ultrabooks,0
Samsung Ultrabook 10,1565.51,Samsung,Ultrabooks,10
Levi's Washing Machine 1,1988.09,Levi's,Washing Machines,0
Vanish Washing Machine 2,1633.27,Vanish,Washing Machines,25
Sony Washing Machine 3,1744.34,Sony,Washing Machines,0
Samsung Washing Machine 4,1848.38,Samsung,Washing Machines,5
Łowicz Washing Machine 5,29.07,Łowicz,Washing Machines,0
Winiary Washing Machine 6,446.94,Winiary,Washing Machines,0
Pepsi Washing Machine 7,280.12,Pepsi,Washing Machines,15
L'Oréal Washing Machine 8,311.86,L'Oréal,Washing Machines,5
Purina Washing Machine 9,1360.03,Purina,Washing Machines,10
HP Washing Machine 10,1896.24,HP,Washing Machines,5
Garnier Water Cooling Kit 1,1547.59,Garnier,Water Cooling Kits,10
Tymbark Water Cooling Kit 2,1918.95,Tymbark,Water Cooling Kits,0
Żywiec Zdrój Water Cooling Kit 3,1216.19,Żywiec Zdrój,Water Cooling Kits,10
Samsung Water Cooling Kit 4,262.51,Samsung,Water Cooling Kits,15
Philips Water Cooling Kit 5,948.87,Philips,Water Cooling Kits,10
Oral-B Water Cooling Kit 6,1880.75,Oral-B,Water Cooling Kits,0
Maybelline Water Cooling Kit 7,145.87,Maybelline,Water Cooling Kits,0
Asus Water Cooling Kit 8,110.77,Asus,Water Cooling Kits,0
Heinz Water Cooling Kit 9,1502.22,Heinz,Water Cooling Kits,10
Pampers Water Cooling Kit 10,1972.26,Pampers,Water Cooling Kits,0
Dove Webcam 1,591.42,Dove,Webcams,0
Samsung Webcam 2,333.73,Samsung,Webcams,5
Zara Webcam 3,562.63,Zara,Webcams,10
Huggies Webcam 4,488.37,Huggies,Webcams,5
Finish Webcam 5,1497.14,Finish,Webcams,25
Łowicz Webcam 6,37.13,Łowicz,Webcams,0
Tymbark Webcam 7,206.4,Tymbark,Webcams,0
Puma Webcam 8,1681.17,Puma,Webcams,10
L'Oréal Webcam 9,1409.8,L'Oréal,Webcams,10
Chicco Webcam 10,1631.16,Chicco,Webcams,5
Bosch Xiaomi Phone 1,688.72,Bosch,Xiaomi Phones,15
Gillette Xiaomi Phone 2,110.0,Gillette,Xiaomi Phones,0
Levi's Xiaomi Phone 3,1147.94,Levi's,Xiaomi Phones,0
Mattel Xiaomi Phone 4,56.97,Mattel,Xiaomi Phones,25
Gillette Xiaomi Phone 5,1994.87,Gillette,Xiaomi Phones,5
Pedigree Xiaomi Phone 6,1542.23,Pedigree,Xiaomi Phones,0
Dove Xiaomi Phone 7,142.6,Dove,Xiaomi Phones,25
Whiskas Xiaomi Phone 8,443.29,Whiskas,Xiaomi Phones,0
Heinz Xiaomi Phone 9,1208.44,Heinz,Xiaomi Phones,10
Lego Xiaomi Phone 10,1723.17,Lego,Xiaomi Phones,15
L'Oréal iPhone 1,1447.72,L'Oréal,iPhones,20
Fisher-Price iPhone 2,138.09,Fisher-Price,iPhones,25
Apple iPhone 3,1880.14,Apple,iPhones,5
Adidas iPhone 4,1851.62,Adidas,iPhones,10
Samsung iPhone 5,1342.48,Samsung,iPhones,10
Tefal iPhone 6,1624.42,Tefal,iPhones,5
Sony iPhone 7,1347.5,Sony,iPhones,15
Dove iPhone 8,1003.25,Dove,iPhones,0
Chicco iPhone 9,503.61,Chicco,iPhones,0
Dell iPhone 10,1596.58,Dell,iPhones,5
